"truth","detected","match"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","es","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","de","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","es","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","it","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","it","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","fr","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","es","N"
"pt","es","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","it","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","es","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","en","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","ms","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","pt","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","tr","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","pt","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","nl","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","ms","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","tr","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","en","N"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
"fr","fr","Y"
